Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,First_Round_Pick,Long_Career
25,MIA,Tim James,Miami (FL),3.0,43.0,261.0,68.0,46.0,11.0,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0.0,-0.003,-7.0,-0.3,1999,0.17479674796747968,1.4000000000000001,0.04,-0.28,0.3629,0.26053639846743293,0.17624521072796934,0.0421455938697318,0.0,0,1,0
26,IND,Vonteego Cummings,Pitt,3.0,199.0,3789.0,1381.0,373.0,534.0,0.383,0.321,0.726,19.0,6.9,1.9,2.7,2.2,0.028,-2.4,-0.3,1999,0.8089430894308943,4.6,0.038461538461538464,-0.09230769230769231,0.3925,0.3644761150699393,0.0984428609131697,0.14093428345209819,0.011055276381909548,0,1,0
27,ATL,Jumaine Jones,Georgia,8.0,471.0,9780.0,3325.0,1987.0,408.0,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,-1.2,2.1,1999,0.7179878048780488,5.1000000000000005,0.037037037037037035,-0.04444444444444444,0.42200000000000004,0.3399795501022495,0.20316973415132925,0.04171779141104295,0.03205944798301486,0,1,1
28,UTA,Scott Padgett,Kentucky,8.0,448.0,5613.0,1874.0,1227.0,325.0,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.4,2.3,1999,0.6829268292682927,3.4000000000000004,0.03571428571428571,-0.014285714285714285,0.42779999999999996,0.33386780687689294,0.21859967931587387,0.05790130055228933,0.029464285714285714,0,1,1
30,LAL,John Celestand,Villanova,1.0,16.0,185.0,37.0,11.0,20.0,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.6,-0.3,1999,0.1951219512195122,2.0,0.03333333333333333,-0.2533333333333333,0.3386,0.2,0.05945945945945946,0.10810810810810811,-0.00625,0,1,0
1,NJN,Kenyon Martin,Cincinnati,15.0,757.0,23134.0,9325.0,5159.0,1439.0,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,2000,0.6154471544715447,8.7,1.0,0.1,0.398,0.4030863663871358,0.22300510071755858,0.06220281836258321,0.06340819022457067,1,1,1
2,VAN,Stromile Swift,LSU,9.0,547.0,10804.0,4582.0,2535.0,275.0,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.6,1.1,2000,0.7411924119241192,5.1,0.5,-0.8,0.336,0.424102184376157,0.2346353202517586,0.02545353572750833,0.03893967093235832,1,1,1
4,CHI,Marcus Fizer,Iowa State,6.0,289.0,6032.0,2782.0,1340.0,352.0,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-3.7,-2.6,2000,0.5873983739837398,5.8,0.25,-0.925,0.363,0.46120689655172414,0.22214854111405835,0.058355437665782495,0.009342560553633219,1,1,1
5,ORL,Mike Miller,Florida,17.0,1032.0,27812.0,10973.0,4376.0,2666.0,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,2000,0.7403156384505022,6.800000000000001,0.2,0.16000000000000003,0.4692,0.39454192434920177,0.15734215446569827,0.09585790306342586,0.05881782945736434,1,1,1
6,ATL,DerMarr Johnson,Cincinnati,7.0,344.0,5930.0,2121.0,769.0,304.0,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6,2000,0.5993031358885017,3.1,0.16666666666666666,-0.26666666666666666,0.4188,0.357672849915683,0.1296795952782462,0.051264755480607084,0.018604651162790697,1,1,1
7,CHI,Chris Mihm,Texas,8.0,436.0,8758.0,3262.0,2302.0,223.0,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.9,-4.3,2000,0.6646341463414634,5.8,0.14285714285714285,-0.557142857142857,0.39230000000000004,0.3724594656314227,0.2628453984928066,0.025462434345741036,0.030504587155963304,1,1,1
8,CLE,Jamal Crawford,Michigan,20.0,1327.0,38994.0,19419.0,2948.0,4541.0,0.41,0.348,0.862,29.4,14.6,2.2,3.4,60.7,0.075,-0.1,18.4,2000,0.8091463414634147,5.6,0.125,-0.0125,0.43039999999999995,0.49799969226034774,0.07560137457044673,0.11645381340719085,0.04574227581009797,1,1,1
9,HOU,Joel Przybilla,Minnesota,13.0,592.0,11733.0,2293.0,3665.0,256.0,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-1.7,0.8,2000,0.5553470919324578,6.6000000000000005,0.1111111111111111,-0.18888888888888888,0.33170000000000005,0.19543168840023864,0.3123668286030853,0.021818801670502003,0.03885135135135135,1,1,1
10,ORL,Keyon Dooling,Missouri,13.0,728.0,14134.0,5067.0,964.0,1601.0,0.416,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-2.0,-0.2,2000,0.6829268292682927,3.5,0.1,-0.2,0.42750000000000005,0.3584972406961936,0.0682043299844347,0.11327295882269704,0.025412087912087912,1,1,1
11,BOS,Jérôme Moïso,UCLA,5.0,145.0,1392.0,386.0,395.0,38.0,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-2.9,-0.3,2000,0.35365853658536583,3.0,0.09090909090909091,-0.2636363636363636,0.3038,0.27729885057471265,0.28376436781609193,0.027298850574712645,0.014482758620689656,1,1,1
13,ORL,Courtney Alexander,Fresno State,3.0,187.0,4067.0,1690.0,409.0,227.0,0.422,0.339,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-3.7,-1.7,2000,0.7601626016260162,3.4000000000000004,0.07692307692307693,-0.28461538461538466,0.4279,0.41553970985984756,0.10056552741578559,0.05581509712318662,0.02192513368983957,1,1,0
14,DET,Mateen Cleaves,Michigan State,6.0,167.0,1863.0,609.0,175.0,310.0,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-5.6,-1.7,2000,0.3394308943089431,2.9,0.07142857142857142,-0.39999999999999997,0.3741,0.32689210950080516,0.0939345142243693,0.16639828234031132,-0.004790419161676647,1,1,1
15,MIL,Jason Collier,Georgia Tech,5.0,151.0,2178.0,841.0,443.0,51.0,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-5.4,-1.9,2000,0.36829268292682926,3.1999999999999997,0.06666666666666667,-0.36000000000000004,0.4413,0.38613406795224975,0.2033976124885216,0.023415977961432508,0.012582781456953641,0,1,1
17,SEA,Desmond Mason,Oklahoma State,10.0,643.0,19641.0,7767.0,2863.0,1049.0,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,-2.4,-2.1,2000,0.7841463414634147,6.1,0.058823529411764705,-0.1411764705882353,0.4025,0.39544829692989153,0.14576650883356246,0.053408685912122604,0.0359253499222395,0,1,1
18,LAC,Quentin Richardson,DePaul,13.0,783.0,20785.0,8032.0,3666.0,1138.0,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.4,8.5,2000,0.7345215759849906,6.2,0.05555555555555555,-0.022222222222222223,0.4123,0.38643252345441426,0.17637719509261487,0.05475102237190282,0.04189016602809706,0,1,1
19,CHH,Jamaal Magloire,Kentucky,12.0,680.0,14621.0,4917.0,4408.0,386.0,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.1,2000,0.6910569105691057,7.1,0.05263157894736842,-0.1526315789473684,0.3039,0.33629710690103276,0.30148416660967103,0.02640038301073798,0.04073529411764706,0,1,1
20,PHI,Speedy Claxton,Hofstra,7.0,334.0,8548.0,3096.0,830.0,1441.0,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.3,3.6,2000,0.5818815331010453,6.8,0.05,-0.015,0.3579,0.36218998596162844,0.0970987365465606,0.1685774450163781,0.04251497005988024,0,1,1
21,TOR,Morris Peterson,Michigan State,11.0,711.0,19366.0,7628.0,2483.0,1090.0,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,-0.4,7.6,2000,0.7882483370288248,5.0,0.047619047619047616,-0.01904761904761905,0.4355,0.3938861922957761,0.12821439636476298,0.05628420943922338,0.05021097046413502,0,1,1
22,NYK,Donnell Harvey,Florida,5.0,205.0,3318.0,1150.0,827.0,161.0,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.6,-0.5,2000,0.5,4.8,0.045454545454545456,-0.1181818181818182,0.33590000000000003,0.3465943339361061,0.24924653405666064,0.04852320675105485,0.022926829268292682,0,1,1
26,DEN,Mamadou N'Diaye,Auburn,5.0,69.0,858.0,262.0,225.0,8.0,0.427,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-4.2,-0.5,2000,0.16829268292682928,3.4,0.038461538461538464,-0.16153846153846155,0.2871,0.30536130536130535,0.26223776223776224,0.009324009324009324,0.026086956521739132,0,1,1
28,POR,Erick Barkley,St. John's,2.0,27.0,266.0,77.0,21.0,40.0,0.356,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027,-3.7,-0.1,2000,0.16463414634146342,2.3,0.03571428571428571,-0.13214285714285715,0.3748,0.2894736842105263,0.07894736842105263,0.15037593984962405,0.007407407407407408,0,1,0
29,LAL,Mark Madsen,Stanford,9.0,453.0,5335.0,975.0,1157.0,181.0,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-4.1,-2.9,2000,0.6138211382113821,3.0,0.034482758620689655,-0.14137931034482756,0.30640000000000006,0.18275538894095594,0.2168697282099344,0.03392689784442362,0.018101545253863132,0,1,1
5,GSW,Jason Richardson,Michigan State,13.0,857.0,29241.0,14644.0,4245.0,2284.0,0.438,0.37,0.707,34.1,17.1,5.0,2.7,59.1,0.097,1.2,23.8,2001,0.8039399624765479,7.7,0.2,0.24,0.4377,0.5008036660852913,0.14517287370472967,0.07810950377894053,0.06896149358226371,1,1,1
6,MEM,Shane Battier,Duke,13.0,977.0,30004.0,8408.0,4082.0,1717.0,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2,2001,0.9165103189493433,6.0,0.16666666666666666,0.2833333333333333,0.4464,0.28022930275963204,0.1360485268630849,0.057225703239568056,0.077482088024565,1,1,1
7,NJN,Eddie Griffin,Seton Hall,5.0,303.0,6729.0,2171.0,1744.0,236.0,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8,2001,0.7390243902439024,6.6,0.14285714285714285,-0.05714285714285714,0.3816,0.3226333779164809,0.25917669787486997,0.03507207608857185,0.03597359735973597,1,1,1
9,DET,Rodney White,UNC Charlotte,4.0,218.0,3354.0,1540.0,485.0,237.0,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-2.2,-0.1,2001,0.6646341463414634,3.3000000000000003,0.1111111111111111,-0.24444444444444446,0.41250000000000003,0.45915324985092426,0.14460345855694692,0.0706618962432916,0.008256880733944955,1,1,0
10,BOS,Joe Johnson,Arkansas,18.0,1277.0,44236.0,20407.0,5059.0,5001.0,0.441,0.371,0.802,34.6,16.0,4.0,3.9,82.9,0.09,0.4,26.5,2001,0.8651761517615176,7.9,0.1,0.04000000000000001,0.4491,0.4613210959399584,0.11436386653404466,0.11305271724387377,0.0649177760375881,1,1,1
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4.0,143.0,1935.0,509.0,347.0,103.0,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3.0,0.074,-1.1,0.4,2001,0.43597560975609756,3.0999999999999996,0.09090909090909091,-0.1,0.37610000000000005,0.26304909560723516,0.179328165374677,0.053229974160206715,0.02097902097902098,1,1,0
13,HOU,Richard Jefferson,Arizona,17.0,1181.0,34293.0,14904.0,4720.0,2412.0,0.464,0.376,0.768,29.0,12.6,4.0,2.0,83.0,0.116,0.2,19.4,2001,0.8472022955523673,6.0,0.07692307692307693,0.015384615384615385,0.45920000000000005,0.4346076458752515,0.1376374187151897,0.07033505380106728,0.07027942421676546,1,1,1
14,GSW,Troy Murphy,Notre Dame,12.0,729.0,19921.0,7860.0,5708.0,1088.0,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,0.1,10.6,2001,0.7408536585365854,9.3,0.07142857142857142,0.007142857142857143,0.45620000000000005,0.39455850609909143,0.28653180061241906,0.05461573214196074,0.06899862825788751,1,1,1
15,ORL,Steven Hunter,DePaul,8.0,400.0,5993.0,1817.0,1264.0,79.0,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5,2001,0.6097560975609756,3.4000000000000004,0.06666666666666667,-0.15333333333333332,0.3285,0.3031870515601535,0.21091273152010678,0.013182045720006674,0.0265,0,1,1
16,CHH,Kirk Haston,Indiana,2.0,27.0,134.0,32.0,27.0,8.0,0.232,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.197,-13.3,-0.4,2001,0.16463414634146342,1.3,0.0625,-0.83125,0.166,0.23880597014925373,0.20149253731343283,0.05970149253731343,-0.018518518518518517,0,1,0
17,TOR,Michael Bradley,Villanova,5.0,173.0,2016.0,483.0,591.0,93.0,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-4.0,-1.0,2001,0.4219512195121951,3.9,0.058823529411764705,-0.23529411764705882,0.3468,0.23958333333333334,0.2931547619047619,0.046130952380952384,0.011560693641618497,0,1,1
18,HOU,Jason Collins,Stanford,13.0,735.0,14974.0,2621.0,2706.0,626.0,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-3.7,-6.5,2001,0.6894934333958724,4.6000000000000005,0.05555555555555555,-0.20555555555555555,0.3526,0.17503673033257647,0.1807132362762121,0.041805796714304795,0.027346938775510206,0,1,1
19,POR,Zach Randolph,Michigan State,17.0,1116.0,34616.0,18578.0,10208.0,2049.0,0.471,0.273,0.764,31.0,16.6,9.1,1.8,81.1,0.112,0.2,18.8,2001,0.8005738880918221,10.9,0.05263157894736842,0.010526315789473684,0.42110000000000003,0.5366882366535706,0.29489253524381787,0.05919228102611509,0.07267025089605735,0,1,1
20,CLE,Brendan Haywood,UNC,13.0,816.0,18680.0,5538.0,4875.0,442.0,0.528,0.0,0.587,22.9,6.8,6.0,0.5,43.8,0.113,-1.4,2.9,2001,0.7654784240150094,6.5,0.05,-0.06999999999999999,0.3227,0.29646680942184156,0.2609743040685225,0.02366167023554604,0.05367647058823529,0,1,1
21,BOS,Joseph Forte,UNC,2.0,25.0,125.0,30.0,17.0,17.0,0.234,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2,2001,0.1524390243902439,1.4,0.047619047619047616,-0.40952380952380946,0.197,0.24,0.136,0.136,-0.016,0,1,0
22,ORL,Jeryl Sasser,SMU,2.0,82.0,1061.0,204.0,191.0,67.0,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,2001,0.5,3.0999999999999996,0.045454545454545456,-0.11363636363636365,0.33819999999999995,0.19227144203581528,0.18001885014137606,0.06314797360980208,0.008536585365853657,0,1,0
23,HOU,Brandon Armstrong,Pepperdine,3.0,108.0,699.0,239.0,63.0,24.0,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.0,-1.0,2001,0.43902439024390244,0.8,0.043478260869565216,-0.34782608695652173,0.36920000000000003,0.3419170243204578,0.09012875536480687,0.034334763948497854,-0.005555555555555556,0,1,0
25,SAC,Gerald Wallace,Alabama,14.0,832.0,24731.0,9933.0,4838.0,1725.0,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,1.8,23.5,2001,0.7247386759581882,7.9,0.04,0.07200000000000001,0.4302,0.40164166430795356,0.19562492418422223,0.06975051554728882,0.0717548076923077,0,1,1
26,PHI,Samuel Dalembert,Seton Hall,13.0,886.0,21646.0,6814.0,6942.0,465.0,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6,2001,0.8311444652908068,8.3,0.038461538461538464,-0.04230769230769231,0.3643,0.3147925713757738,0.320705904093135,0.021482029012288646,0.05790067720090293,0,1,1
27,MEM,Jamaal Tinsley,Iowa State,11.0,547.0,14443.0,4652.0,1605.0,3330.0,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0.0,7.1,2001,0.606430155210643,9.0,0.037037037037037035,0.0,0.3877,0.3220937478363221,0.11112649726511113,0.23056151769023056,0.03144424131627056,0,1,1
30,CHI,Trenton Hassell,Austin Peay State University,9.0,644.0,16278.0,3741.0,1826.0,1132.0,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.9,-3.7,2001,0.8726287262872628,4.6,0.03333333333333333,-0.09666666666666666,0.4262,0.22981938813122005,0.11217594299053937,0.06954171274112299,0.02142857142857143,0,1,1
2,CHI,Jay Williams,Duke,1.0,75.0,1961.0,714.0,195.0,350.0,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.0,0.0,2002,0.9146341463414634,7.300000000000001,0.5,-1.0,0.39230000000000004,0.3640999490056094,0.09943906170321265,0.17848036715961244,0.010666666666666668,1,1,0
3,GSW,Mike Dunleavy,Duke,15.0,986.0,27340.0,11048.0,4211.0,2185.0,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,0.3,15.7,2002,0.8016260162601626,6.5,0.3333333333333333,0.09999999999999999,0.4516,0.4040965618141917,0.15402340892465252,0.07991953182150695,0.05933062880324544,1,1,1
4,MEM,Drew Gooden,Kansas,14.0,790.0,20127.0,8653.0,5618.0,896.0,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.2,4.3,2002,0.6881533101045296,8.2,0.25,-0.3,0.4098,0.42992000794952057,0.2791275401202365,0.04451731504943608,0.05556962025316455,1,1,1
6,CLE,Dajuan Wagner,Memphis,4.0,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-4.9,-1.6,2002,0.31402439024390244,3.3,0.16666666666666666,-0.8166666666666667,0.3884,0.43778383287920075,0.06448683015440508,0.0885558583106267,0.0,1,1,0
8,LAC,Chris Wilcox,Maryland,11.0,628.0,12474.0,5150.0,3076.0,455.0,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2,2002,0.6962305986696231,5.6000000000000005,0.125,-0.2,0.33480000000000004,0.4128587461920795,0.24659291325957994,0.03647586980920314,0.042834394904458596,1,1,1
10,MIA,Caron Butler,UConn,14.0,881.0,28333.0,12430.0,4387.0,2007.0,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,-0.2,12.6,2002,0.7674216027874564,7.3,0.1,-0.020000000000000004,0.44089999999999996,0.43871104365933716,0.1548371157307733,0.07083612748385275,0.05777525539160045,1,1,1
11,WAS,Jared Jeffries,Indiana,11.0,629.0,13579.0,3003.0,2563.0,798.0,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-2.4,-1.5,2002,0.697339246119734,5.3999999999999995,0.09090909090909091,-0.21818181818181817,0.3713,0.22115030561897048,0.18874733043670375,0.05876721408056558,0.02082670906200318,1,1,1
12,LAC,Melvin Ely,Fresno State,9.0,375.0,6005.0,1992.0,1215.0,261.0,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-4.0,-3.1,2002,0.508130081300813,3.9000000000000004,0.08333333333333333,-0.3333333333333333,0.2925,0.33172356369691924,0.20233139050791007,0.04346378018318068,0.010666666666666666,1,1,1
13,MIL,Marcus Haislip,Tennessee,4.0,89.0,854.0,311.0,131.0,16.0,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-4.7,-0.6,2002,0.27134146341463417,1.7,0.07692307692307693,-0.3615384615384616,0.4244,0.36416861826697894,0.15339578454332553,0.01873536299765808,0.0056179775280898875,1,1,0
14,IND,Fred Jones,Oregon,7.0,430.0,10299.0,3206.0,958.0,990.0,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-1.0,2.6,2002,0.7491289198606271,4.5,0.07142857142857142,-0.07142857142857142,0.42760000000000004,0.31129235848140596,0.09301873968346441,0.09612583745994757,0.03837209302325582,1,1,1
17,WAS,Juan Dixon,Maryland,7.0,436.0,8509.0,3678.0,816.0,775.0,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-2.1,-0.3,2002,0.759581881533101,3.7,0.058823529411764705,-0.12352941176470589,0.42619999999999997,0.4322482077799977,0.09589846045363733,0.09108003290633447,0.013990825688073394,0,1,1
18,ORL,Curtis Borchardt,Stanford,2.0,83.0,1117.0,258.0,278.0,64.0,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-3.8,-0.5,2002,0.5060975609756098,4.1,0.05555555555555555,-0.21111111111111108,0.2847,0.23097582811101164,0.24888093106535364,0.05729632945389436,0.012048192771084338,0,1,0
19,UTA,Ryan Humphrey,Notre Dame,3.0,85.0,772.0,197.0,189.0,18.0,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-8.1,-1.2,2002,0.34552845528455284,2.4000000000000004,0.05263157894736842,-0.42631578947368415,0.2259,0.2551813471502591,0.24481865284974094,0.023316062176165803,-0.004705882352941177,0,1,0
20,TOR,Kareem Rush,Missouri,7.0,346.0,5956.0,2213.0,572.0,353.0,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-3.2,-1.8,2002,0.6027874564459931,2.7,0.05,-0.16000000000000003,0.4135,0.3715580926796508,0.09603760913364674,0.059267965077233045,0.004913294797687861,0,1,1
21,POR,Qyntel Woods,Northeast Mississippi Community College,4.0,167.0,2060.0,691.0,385.0,105.0,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-2.7,-0.4,2002,0.5091463414634146,2.9,0.047619047619047616,-0.1285714285714286,0.42910000000000004,0.3354368932038835,0.18689320388349515,0.050970873786407765,0.008383233532934131,0,1,0
22,PHO,Casey Jacobsen,Stanford,4.0,287.0,5320.0,1488.0,516.0,304.0,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.2,-0.3,2002,0.875,2.9000000000000004,0.045454545454545456,-0.1,0.41420000000000007,0.2796992481203007,0.09699248120300752,0.05714285714285714,0.021602787456445994,0,1,0
23,DET,Tayshaun Prince,Kentucky,14.0,1017.0,31576.0,11272.0,4332.0,2406.0,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.3,18.0,2002,0.8858885017421603,6.699999999999999,0.043478260869565216,0.013043478260869565,0.4499,0.3569799847985812,0.13719280466176842,0.07619711173042817,0.06204523107177975,0,1,1
25,DEN,Frank Williams,Illinois,3.0,86.0,952.0,253.0,77.0,166.0,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3,2002,0.34959349593495936,2.8,0.04,-0.128,0.37929999999999997,0.2657563025210084,0.08088235294117647,0.17436974789915966,0.0011627906976744186,0,1,0
26,SAS,John Salmons,Miami (FL),13.0,895.0,23672.0,8292.0,2603.0,2183.0,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-0.9,6.7,2002,0.8395872420262664,5.3,0.038461538461538464,-0.03461538461538462,0.4418,0.3502872592091923,0.10996113551875633,0.09221865495099696,0.03787709497206704,0,1,1
27,LAL,Chris Jefferies,Fresno State,2.0,72.0,861.0,281.0,88.0,29.0,0.383,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-5.5,-0.8,2002,0.43902439024390244,1.6,0.037037037037037035,-0.2037037037037037,0.4042,0.32636469221835074,0.10220673635307782,0.03368176538908246,-0.006944444444444444,0,1,0
28,SAC,Dan Dickau,Gonzaga,6.0,300.0,4617.0,1745.0,405.0,752.0,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-1.5,0.6,2002,0.6097560975609756,3.9,0.03571428571428571,-0.05357142857142857,0.42000000000000004,0.37795105046567035,0.08771929824561403,0.1628763266190167,0.01966666666666667,0,1,1
3,DEN,Carmelo Anthony,Syracuse,19.0,1260.0,43514.0,28289.0,7808.0,3422.0,0.447,0.355,0.814,34.5,22.5,6.2,2.7,108.5,0.12,1.3,36.7,2003,0.8087291399229781,8.9,0.3333333333333333,0.43333333333333335,0.44689999999999996,0.6501126074366871,0.17943650319437424,0.07864135680470653,0.08611111111111111,1,1,1
4,TOR,Chris Bosh,Georgia Tech,13.0,893.0,31936.0,17189.0,7592.0,1795.0,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.9,31.1,2003,0.8377110694183865,10.5,0.25,0.475,0.46090000000000003,0.5382327154308617,0.2377254509018036,0.0562061623246493,0.1187010078387458,1,1,1
5,MIA,Dwyane Wade,Marquette,16.0,1054.0,35773.0,23165.0,4933.0,5701.0,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,0.162,5.0,62.8,2003,0.8033536585365854,10.100000000000001,0.2,1.0,0.4337,0.6475554188913426,0.1378972968439885,0.15936600229223158,0.11451612903225807,1,1,1
6,LAC,Chris Kaman,Central Michigan University,13.0,735.0,19642.0,8208.0,5582.0,921.0,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-1.9,0.4,2003,0.6894934333958724,8.9,0.16666666666666666,-0.31666666666666665,0.3356,0.417880052947765,0.2841869463394766,0.04688931880663884,0.03346938775510204,1,1,1
7,CHI,Kirk Hinrich,Kansas,13.0,879.0,27015.0,9594.0,2576.0,4245.0,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,0.0,13.3,2003,0.8245778611632271,7.699999999999999,0.14285714285714285,0.0,0.43550000000000005,0.3551360355358134,0.09535443272256154,0.15713492504164353,0.059726962457337884,1,1,1
8,MIL,T.J. Ford,Texas,8.0,429.0,11882.0,4797.0,1331.0,2495.0,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.4,4.6,2003,0.6539634146341463,8.9,0.125,-0.05,0.4136,0.4037199124726477,0.11201817875778489,0.20998148459855243,0.03939393939393939,1,1,1
9,NYK,Mike Sweetney,Georgetown,4.0,233.0,3610.0,1516.0,1045.0,145.0,0.485,0.0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,-2.7,-0.6,2003,0.7103658536585366,5.1,0.1111111111111111,-0.3,0.3114,0.4199445983379501,0.2894736842105263,0.04016620498614958,0.03347639484978541,1,1,0
10,WAS,Jarvis Hayes,Georgia,7.0,427.0,9898.0,3553.0,1330.0,459.0,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,-2.5,-1.3,2003,0.7439024390243902,4.2,0.1,-0.25,0.42969999999999997,0.3589614063447161,0.13437057991513437,0.046373004647403515,0.02388758782201405,1,1,1
12,SEA,Nick Collison,Kansas,14.0,910.0,18603.0,5359.0,4701.0,939.0,0.534,0.208,0.723,20.4,5.9,5.2,1.0,44.5,0.115,-1.3,3.1,2003,0.7926829268292683,6.2,0.08333333333333333,-0.10833333333333334,0.4225,0.28807181637370316,0.2527011772294791,0.05047572972101274,0.0489010989010989,1,1,1
13,MEM,Marcus Banks,UNLV,8.0,348.0,5571.0,2061.0,519.0,728.0,0.432,0.327,0.768,16.0,5.9,1.5,2.1,6.6,0.057,-2.0,-0.1,2003,0.5304878048780488,3.6,0.07692307692307693,-0.15384615384615385,0.4236,0.36995153473344106,0.09316101238556812,0.13067671872195297,0.01896551724137931,1,1,1
