Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Draft_Year,Year_Number
1994.0,Lindsey Hunter,82.0,2172.0,12.0,0.441,0.232,0.159,2.4,7.3,4.8,27.7,2.8,0.3,16.1,23.0,-1.8,1.0,-0.8,-0.017,-1.5,-1.3,-2.9,-0.5,335.0,893.0,0.375,69.0,207.0,0.333,266.0,686.0,0.388,0.414,104.0,142.0,0.732,47.0,142.0,189.0,390.0,121.0,10.0,184.0,174.0,843.0,1993,1
1994.0,Bobby Hurley,19.0,499.0,8.4,0.421,0.11,0.205,1.3,6.3,3.7,33.1,1.3,0.1,23.2,17.5,-0.6,0.1,-0.5,-0.044,-4.6,-3.4,-8.0,-0.8,54.0,146.0,0.37,2.0,16.0,0.125,52.0,130.0,0.4,0.377,24.0,30.0,0.8,6.0,28.0,34.0,115.0,13.0,1.0,48.0,28.0,134.0,1993,1
1994.0,Ervin Johnson,45.0,280.0,16.1,0.463,0.0,0.434,20.3,29.7,25.0,3.6,1.8,5.6,16.0,23.0,0.0,0.7,0.7,0.114,-4.6,0.2,-4.4,-0.2,44.0,106.0,0.415,0.0,0.0,,44.0,106.0,0.415,0.415,29.0,46.0,0.63,48.0,70.0,118.0,7.0,10.0,22.0,24.0,45.0,117.0,1993,1
1994.0,George Lynch,71.0,1762.0,16.1,0.527,0.009,0.29,13.0,12.2,12.6,8.2,2.9,1.0,11.9,17.5,2.4,1.5,3.9,0.107,0.9,0.5,1.5,1.5,291.0,573.0,0.508,0.0,5.0,0.0,291.0,568.0,0.512,0.508,99.0,166.0,0.596,220.0,190.0,410.0,96.0,102.0,27.0,87.0,177.0,681.0,1993,1
1994.0,Malcolm Mackey,22.0,69.0,12.6,0.395,0.054,0.216,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,0.0,0.1,0.1,0.036,-4.7,-5.9,-10.7,-0.2,14.0,37.0,0.378,0.0,2.0,0.0,14.0,35.0,0.4,0.378,4.0,8.0,0.5,12.0,12.0,24.0,1.0,0.0,3.0,2.0,9.0,32.0,1993,1
1994.0,Jamal Mashburn,79.0,2896.0,13.2,0.48,0.216,0.317,3.9,10.3,6.8,15.8,1.6,0.3,13.5,26.6,-0.2,1.0,0.9,0.014,-0.2,-2.2,-2.5,-0.4,561.0,1382.0,0.406,85.0,299.0,0.284,476.0,1083.0,0.44,0.437,306.0,438.0,0.699,107.0,246.0,353.0,266.0,89.0,14.0,245.0,205.0,1513.0,1993,1
1994.0,Chris Mills,79.0,2022.0,12.6,0.492,0.18,0.26,7.7,15.4,11.5,9.8,1.4,1.6,10.6,18.7,1.7,2.4,4.0,0.096,-0.8,0.3,-0.5,0.8,284.0,677.0,0.419,38.0,122.0,0.311,246.0,555.0,0.443,0.448,137.0,176.0,0.778,134.0,267.0,401.0,128.0,54.0,50.0,89.0,232.0,743.0,1993,1
1994.0,Isaiah Rider,79.0,2415.0,14.2,0.533,0.135,0.238,5.9,9.3,7.6,15.5,1.1,0.7,15.0,26.2,0.9,0.8,1.7,0.034,0.4,-2.2,-1.8,0.1,522.0,1115.0,0.468,54.0,150.0,0.36,468.0,965.0,0.485,0.492,215.0,265.0,0.811,118.0,197.0,315.0,202.0,54.0,28.0,218.0,194.0,1313.0,1993,1
1994.0,James Robinson,58.0,673.0,10.0,0.439,0.256,0.235,5.3,7.4,6.3,14.5,2.2,1.4,14.2,22.2,-0.5,0.7,0.2,0.015,-2.4,-0.9,-3.4,-0.2,104.0,285.0,0.365,23.0,73.0,0.315,81.0,212.0,0.382,0.405,45.0,67.0,0.672,34.0,44.0,78.0,68.0,30.0,15.0,52.0,69.0,276.0,1993,1
1994.0,Rodney Rogers,79.0,1406.0,12.9,0.509,0.169,0.347,7.4,10.4,8.9,11.4,2.2,2.1,17.3,23.0,-0.1,2.1,2.0,0.067,-1.4,0.5,-0.9,0.4,239.0,545.0,0.439,35.0,92.0,0.38,204.0,453.0,0.45,0.471,127.0,189.0,0.672,90.0,136.0,226.0,101.0,63.0,48.0,131.0,195.0,640.0,1993,1
1994.0,Rex Walters,48.0,386.0,16.2,0.623,0.243,0.296,1.6,8.9,5.2,28.6,2.0,0.5,18.8,17.5,0.8,0.4,1.2,0.149,1.0,-2.0,-1.1,0.1,60.0,115.0,0.522,14.0,28.0,0.5,46.0,87.0,0.529,0.583,28.0,34.0,0.824,6.0,32.0,38.0,71.0,15.0,3.0,30.0,41.0,162.0,1993,1
1994.0,Chris Webber,76.0,2438.0,21.7,0.559,0.014,0.342,13.8,17.0,15.4,17.1,1.8,4.1,14.7,23.7,4.6,3.2,7.8,0.154,2.9,2.4,5.3,4.5,572.0,1037.0,0.552,0.0,14.0,0.0,572.0,1023.0,0.559,0.552,189.0,355.0,0.532,305.0,389.0,694.0,272.0,93.0,164.0,206.0,247.0,1333.0,1993,1
1994.0,Luther Wright,15.0,92.0,-0.4,0.384,0.043,0.174,7.6,4.9,6.3,0.0,0.6,1.5,19.5,14.8,-0.2,0.1,-0.1,-0.064,-7.6,-2.4,-10.1,-0.2,8.0,23.0,0.348,0.0,1.0,0.0,8.0,22.0,0.364,0.348,3.0,4.0,0.75,6.0,4.0,10.0,0.0,1.0,2.0,6.0,21.0,19.0,1993,1
1995.0,Vin Baker,82.0,3361.0,16.6,0.511,0.02,0.352,10.0,20.6,15.1,15.1,1.3,2.6,13.5,21.6,2.7,3.1,5.8,0.083,-0.1,1.7,1.6,3.1,594.0,1229.0,0.483,7.0,24.0,0.292,587.0,1205.0,0.487,0.486,256.0,432.0,0.593,289.0,557.0,846.0,296.0,86.0,116.0,221.0,277.0,1451.0,1993,2
1995.0,Corie Blount,68.0,889.0,11.7,0.497,0.01,0.319,14.2,17.6,15.9,9.8,1.5,2.8,19.8,14.9,0.3,1.5,1.7,0.094,-2.5,2.0,-0.5,0.3,100.0,210.0,0.476,0.0,2.0,0.0,100.0,208.0,0.481,0.476,38.0,67.0,0.567,107.0,133.0,240.0,60.0,26.0,33.0,59.0,146.0,238.0,1993,2
1995.0,Shawn Bradley,82.0,2365.0,14.8,0.489,0.004,0.335,11.9,20.7,16.2,3.7,1.2,8.5,15.2,17.7,-0.1,3.6,3.5,0.071,-3.6,3.4,-0.2,1.1,315.0,693.0,0.455,0.0,3.0,0.0,315.0,690.0,0.457,0.455,148.0,232.0,0.638,243.0,416.0,659.0,53.0,54.0,274.0,142.0,338.0,778.0,1993,2
1995.0,Scott Burrell,65.0,2014.0,15.0,0.571,0.396,0.243,5.9,15.3,10.8,12.6,2.0,1.4,11.5,17.0,2.8,2.9,5.6,0.135,1.6,1.7,3.3,2.7,277.0,593.0,0.467,96.0,235.0,0.409,181.0,358.0,0.506,0.548,100.0,144.0,0.694,96.0,272.0,368.0,161.0,75.0,40.0,85.0,187.0,750.0,1993,2
1995.0,Sam Cassell,82.0,1882.0,15.9,0.556,0.322,0.428,2.4,10.1,6.4,32.3,2.5,0.5,19.2,20.8,2.7,2.0,4.7,0.12,0.5,-0.9,-0.4,0.8,253.0,593.0,0.427,63.0,191.0,0.33,190.0,402.0,0.473,0.48,214.0,254.0,0.843,38.0,173.0,211.0,405.0,94.0,14.0,167.0,209.0,783.0,1993,2
1995.0,Calbert Cheaney,78.0,2651.0,14.2,0.529,0.251,0.189,4.4,9.7,7.0,11.0,1.5,0.6,11.0,22.6,2.1,1.1,3.2,0.058,0.5,-1.6,-1.2,0.5,512.0,1129.0,0.453,96.0,283.0,0.339,416.0,846.0,0.492,0.496,173.0,213.0,0.812,105.0,216.0,321.0,177.0,80.0,21.0,151.0,215.0,1293.0,1993,2
1995.0,Terry Dehere,80.0,1774.0,11.8,0.513,0.238,0.426,2.2,8.3,5.0,20.7,1.3,0.3,16.2,23.8,0.0,0.4,0.5,0.013,-1.5,-3.0,-4.6,-1.2,279.0,685.0,0.407,48.0,163.0,0.294,231.0,522.0,0.443,0.442,229.0,292.0,0.784,35.0,117.0,152.0,225.0,45.0,7.0,157.0,200.0,835.0,1993,2
1995.0,Acie Earl,30.0,208.0,6.6,0.409,0.0,0.426,10.4,14.6,12.5,1.4,1.5,2.6,14.8,19.7,-0.4,0.2,-0.2,-0.038,-6.8,-1.9,-8.7,-0.4,26.0,68.0,0.382,0.0,0.0,,26.0,68.0,0.382,0.382,14.0,29.0,0.483,19.0,26.0,45.0,2.0,6.0,8.0,14.0,39.0,66.0,1993,2
1995.0,Doug Edwards,38.0,212.0,10.1,0.54,0.021,0.667,10.2,16.3,13.2,9.5,1.3,1.4,26.2,18.0,-0.1,0.3,0.2,0.043,-5.0,0.2,-4.8,-0.2,22.0,48.0,0.458,0.0,1.0,0.0,22.0,47.0,0.468,0.458,23.0,32.0,0.719,19.0,29.0,48.0,13.0,5.0,4.0,22.0,30.0,67.0,1993,2
1995.0,Greg Graham,50.0,775.0,9.5,0.492,0.126,0.327,2.8,6.5,4.7,13.7,2.0,0.6,15.8,17.5,-0.1,0.4,0.3,0.02,-3.1,-1.5,-4.5,-0.5,95.0,223.0,0.426,6.0,28.0,0.214,89.0,195.0,0.456,0.439,55.0,73.0,0.753,19.0,43.0,62.0,66.0,29.0,6.0,48.0,76.0,251.0,1993,2
1995.0,Anfernee Hardaway,77.0,2901.0,20.8,0.599,0.218,0.405,5.7,7.5,6.6,28.5,2.3,0.6,16.1,23.7,8.2,2.5,10.7,0.177,4.9,-0.7,4.2,4.5,585.0,1142.0,0.512,87.0,249.0,0.349,498.0,893.0,0.558,0.55,356.0,463.0,0.769,139.0,197.0,336.0,551.0,130.0,26.0,258.0,158.0,1613.0,1993,2
1995.0,Lucious Harris,79.0,1695.0,15.1,0.548,0.233,0.279,5.1,9.1,7.0,12.1,1.7,0.6,10.1,18.5,3.1,1.0,4.1,0.117,0.8,-1.2,-0.4,0.7,280.0,610.0,0.459,55.0,142.0,0.387,225.0,468.0,0.481,0.504,136.0,170.0,0.8,85.0,135.0,220.0,132.0,58.0,14.0,77.0,105.0,751.0,1993,2
1995.0,Allan Houston,76.0,1996.0,16.4,0.589,0.434,0.199,1.7,8.1,4.9,14.3,1.6,0.5,10.8,23.5,3.5,0.3,3.8,0.091,2.6,-3.4,-0.8,0.6,398.0,859.0,0.463,158.0,373.0,0.424,240.0,486.0,0.494,0.555,147.0,171.0,0.86,29.0,138.0,167.0,164.0,61.0,14.0,113.0,182.0,1101.0,1993,2
1995.0,Lindsey Hunter,42.0,944.0,10.5,0.459,0.34,0.173,3.0,6.4,4.7,25.9,2.8,0.5,18.8,20.0,-0.7,0.4,-0.3,-0.015,-2.2,-2.1,-4.3,-0.5,119.0,318.0,0.374,36.0,108.0,0.333,83.0,210.0,0.395,0.431,40.0,55.0,0.727,24.0,51.0,75.0,159.0,51.0,7.0,79.0,94.0,314.0,1993,2
1995.0,Bobby Hurley,68.0,1105.0,7.7,0.449,0.268,0.268,1.5,5.8,3.7,30.6,1.4,0.0,25.7,17.2,-1.1,0.8,-0.3,-0.014,-4.5,-2.7,-7.2,-1.4,103.0,284.0,0.363,21.0,76.0,0.276,82.0,208.0,0.394,0.4,58.0,76.0,0.763,14.0,56.0,70.0,226.0,29.0,0.0,110.0,79.0,285.0,1993,2
1995.0,Ervin Johnson,64.0,907.0,9.6,0.469,0.005,0.24,13.5,24.2,18.9,2.4,0.9,5.7,20.3,12.7,-0.2,1.5,1.3,0.067,-4.8,1.7,-3.1,-0.3,85.0,192.0,0.443,0.0,1.0,0.0,85.0,191.0,0.445,0.443,29.0,46.0,0.63,101.0,188.0,289.0,16.0,17.0,67.0,54.0,163.0,199.0,1993,2
1995.0,George Lynch,56.0,953.0,12.4,0.512,0.071,0.292,8.7,12.7,10.7,9.6,2.7,0.7,18.0,18.3,0.0,1.0,0.9,0.046,-2.4,0.1,-2.3,-0.1,138.0,295.0,0.468,3.0,21.0,0.143,135.0,274.0,0.493,0.473,62.0,86.0,0.721,75.0,109.0,184.0,62.0,51.0,10.0,73.0,86.0,341.0,1993,2
1995.0,Jamal Mashburn,80.0,2980.0,17.3,0.526,0.22,0.386,4.0,8.2,6.0,17.2,1.4,0.2,11.4,28.6,5.0,1.3,6.3,0.102,2.4,-2.4,0.0,1.5,683.0,1566.0,0.436,113.0,344.0,0.328,570.0,1222.0,0.466,0.472,447.0,605.0,0.739,116.0,215.0,331.0,298.0,82.0,8.0,235.0,190.0,1926.0,1993,2
1995.0,Chris Mills,80.0,2814.0,11.6,0.52,0.281,0.249,4.3,12.2,8.1,9.7,1.2,1.0,11.2,18.2,2.0,3.4,5.4,0.091,-0.6,0.6,0.0,1.4,359.0,855.0,0.42,94.0,240.0,0.392,265.0,615.0,0.431,0.475,174.0,213.0,0.817,99.0,267.0,366.0,154.0,59.0,35.0,120.0,242.0,986.0,1993,2
1995.0,Isaiah Rider,75.0,2645.0,15.6,0.548,0.317,0.271,4.2,7.3,5.8,18.7,1.4,0.7,14.2,28.2,1.4,0.4,1.9,0.034,2.0,-2.9,-0.8,0.8,558.0,1249.0,0.447,139.0,396.0,0.351,419.0,853.0,0.491,0.502,277.0,339.0,0.817,90.0,159.0,249.0,245.0,69.0,23.0,232.0,194.0,1532.0,1993,2
1995.0,James Robinson,71.0,1539.0,10.5,0.484,0.357,0.176,2.9,6.9,4.8,18.0,1.6,0.6,15.9,21.9,-0.3,1.5,1.2,0.038,-1.3,-1.4,-2.7,-0.3,255.0,624.0,0.409,76.0,223.0,0.341,179.0,401.0,0.446,0.47,65.0,110.0,0.591,42.0,90.0,132.0,180.0,48.0,13.0,127.0,142.0,651.0,1993,2
1995.0,Rodney Rogers,80.0,2142.0,15.2,0.55,0.192,0.358,7.6,13.8,10.8,12.5,2.3,1.6,16.3,22.4,1.5,2.4,3.9,0.088,0.4,0.5,0.9,1.6,375.0,769.0,0.488,50.0,148.0,0.338,325.0,621.0,0.523,0.52,179.0,275.0,0.651,132.0,253.0,385.0,161.0,95.0,46.0,173.0,281.0,979.0,1993,2
1995.0,Rex Walters,80.0,1435.0,10.2,0.532,0.418,0.111,1.4,5.7,3.5,14.2,1.3,0.8,12.6,17.2,0.7,0.8,1.6,0.052,-1.1,-2.1,-3.2,-0.4,206.0,469.0,0.439,71.0,196.0,0.362,135.0,273.0,0.495,0.515,40.0,52.0,0.769,18.0,75.0,93.0,121.0,37.0,16.0,71.0,135.0,523.0,1993,2
1995.0,Chris Webber,54.0,2067.0,20.1,0.521,0.155,0.248,10.8,18.4,14.4,21.5,2.0,2.9,13.8,25.5,1.9,2.2,4.0,0.093,2.7,2.1,4.8,3.6,464.0,938.0,0.495,40.0,145.0,0.276,424.0,793.0,0.535,0.516,117.0,233.0,0.502,200.0,318.0,518.0,256.0,83.0,85.0,167.0,186.0,1085.0,1993,2
1995.0,Bill Curley,53.0,595.0,9.0,0.477,0.0,0.269,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,0.1,0.4,0.5,0.042,-3.6,0.2,-3.4,-0.2,58.0,134.0,0.433,0.0,0.0,,58.0,134.0,0.433,0.433,27.0,36.0,0.75,54.0,70.0,124.0,25.0,21.0,21.0,25.0,128.0,143.0,1994,1
1995.0,Tony Dumas,58.0,613.0,8.8,0.465,0.292,0.308,5.3,5.6,5.5,14.2,1.1,0.4,15.0,22.5,-0.2,0.2,0.0,0.0,-2.5,-3.3,-5.8,-0.6,96.0,250.0,0.384,22.0,73.0,0.301,74.0,177.0,0.418,0.428,50.0,77.0,0.649,32.0,30.0,62.0,57.0,13.0,4.0,50.0,78.0,264.0,1994,1
1995.0,Howard Eisley,49.0,552.0,6.1,0.43,0.303,0.328,2.7,7.8,5.3,26.4,1.7,0.8,26.4,15.6,-0.7,0.2,-0.5,-0.044,-4.9,-2.1,-7.0,-0.7,40.0,122.0,0.328,9.0,37.0,0.243,31.0,85.0,0.365,0.365,31.0,40.0,0.775,12.0,36.0,48.0,95.0,18.0,6.0,50.0,81.0,120.0,1994,1
1995.0,Howard Eisley,34.0,496.0,6.6,0.461,0.305,0.381,2.5,7.8,5.2,24.6,1.9,0.8,25.5,15.2,-0.5,0.2,-0.3,-0.029,-4.4,-2.0,-6.4,-0.5,37.0,105.0,0.352,8.0,32.0,0.25,29.0,73.0,0.397,0.39,31.0,40.0,0.775,10.0,32.0,42.0,77.0,18.0,5.0,42.0,78.0,113.0,1994,1
1995.0,Howard Eisley,15.0,56.0,1.7,0.206,0.294,0.0,4.3,7.7,6.1,42.2,0.0,1.2,32.0,19.6,-0.2,0.0,-0.2,-0.178,-9.6,-3.3,-12.9,-0.2,3.0,17.0,0.176,1.0,5.0,0.2,2.0,12.0,0.167,0.206,0.0,0.0,,2.0,4.0,6.0,18.0,0.0,1.0,8.0,3.0,7.0,1994,1
1995.0,Brian Grant,80.0,2289.0,16.5,0.546,0.005,0.449,10.7,19.5,15.2,7.4,1.1,3.8,14.4,22.0,1.9,3.4,5.3,0.112,-1.4,1.6,0.2,1.3,413.0,809.0,0.511,1.0,4.0,0.25,412.0,805.0,0.512,0.511,231.0,363.0,0.636,207.0,391.0,598.0,99.0,49.0,116.0,163.0,276.0,1058.0,1994,1
1995.0,Grant Hill,70.0,2678.0,19.0,0.541,0.025,0.48,5.4,14.1,9.7,22.5,2.4,1.7,13.5,24.9,3.7,1.8,5.4,0.097,1.2,0.6,1.8,2.6,508.0,1064.0,0.477,4.0,27.0,0.148,504.0,1037.0,0.486,0.479,374.0,511.0,0.732,125.0,320.0,445.0,353.0,124.0,62.0,202.0,203.0,1394.0,1994,1
1995.0,Juwan Howard,65.0,2348.0,15.0,0.521,0.008,0.314,8.7,18.4,13.4,11.6,1.1,0.5,13.5,22.8,1.3,1.5,2.8,0.057,-0.9,-0.6,-1.5,0.3,455.0,931.0,0.489,0.0,7.0,0.0,455.0,924.0,0.492,0.489,194.0,292.0,0.664,184.0,361.0,545.0,165.0,52.0,15.0,166.0,236.0,1104.0,1994,1
1995.0,Eddie Jones,64.0,1981.0,16.3,0.548,0.331,0.227,4.4,9.5,7.0,9.9,3.3,1.4,8.4,19.4,2.9,2.1,5.0,0.122,1.8,0.5,2.3,2.1,342.0,744.0,0.46,91.0,246.0,0.37,251.0,498.0,0.504,0.521,122.0,169.0,0.722,79.0,170.0,249.0,128.0,131.0,41.0,75.0,175.0,897.0,1994,1
1995.0,Jason Kidd,79.0,2668.0,15.1,0.471,0.3,0.321,5.8,11.9,8.7,33.2,2.9,0.6,20.4,19.0,1.1,2.6,3.7,0.066,0.8,0.9,1.7,2.5,330.0,857.0,0.385,70.0,257.0,0.272,260.0,600.0,0.433,0.426,192.0,275.0,0.698,152.0,278.0,430.0,607.0,151.0,24.0,250.0,146.0,922.0,1994,1
1995.0,Antonio Lang,12.0,53.0,0.3,0.468,0.0,0.4,6.5,2.2,4.3,2.4,0.0,2.8,29.8,13.7,-0.1,0.0,-0.1,-0.083,-7.0,-1.5,-8.5,-0.1,4.0,10.0,0.4,0.0,0.0,,4.0,10.0,0.4,0.4,3.0,4.0,0.75,3.0,1.0,4.0,1.0,0.0,2.0,5.0,11.0,11.0,1994,1
1995.0,Donyell Marshall,72.0,2086.0,12.5,0.465,0.277,0.253,7.6,15.0,11.3,8.6,1.1,3.0,10.6,22.9,-0.9,1.2,0.3,0.007,-2.2,-0.7,-2.9,-0.5,345.0,876.0,0.394,69.0,243.0,0.284,276.0,633.0,0.436,0.433,147.0,222.0,0.662,137.0,268.0,405.0,105.0,45.0,88.0,115.0,157.0,906.0,1994,1
1995.0,Donyell Marshall,40.0,1036.0,12.7,0.452,0.251,0.288,7.7,15.5,11.6,9.9,1.3,3.6,10.8,23.6,-0.8,0.7,-0.1,-0.005,-2.8,-0.5,-3.3,-0.3,158.0,423.0,0.374,32.0,106.0,0.302,126.0,317.0,0.397,0.411,83.0,122.0,0.68,64.0,132.0,196.0,57.0,25.0,50.0,58.0,63.0,431.0,1994,1
1995.0,Donyell Marshall,32.0,1050.0,12.4,0.478,0.302,0.221,7.6,14.5,11.0,7.3,0.9,2.5,10.3,22.3,-0.1,0.5,0.4,0.02,-1.6,-0.9,-2.6,-0.1,187.0,453.0,0.413,37.0,137.0,0.27,150.0,316.0,0.475,0.454,64.0,100.0,0.64,73.0,136.0,209.0,48.0,20.0,38.0,57.0,94.0,475.0,1994,1
1995.0,Aaron McKie,45.0,827.0,13.3,0.5,0.107,0.28,4.6,13.5,8.8,15.9,2.2,1.4,11.7,17.0,0.8,1.2,2.0,0.115,-1.2,1.3,0.1,0.4,116.0,261.0,0.444,11.0,28.0,0.393,105.0,233.0,0.451,0.466,50.0,73.0,0.685,35.0,94.0,129.0,89.0,36.0,16.0,39.0,97.0,293.0,1994,1
1995.0,Greg Minor,63.0,945.0,14.7,0.562,0.04,0.259,5.9,10.9,8.4,10.9,1.7,1.2,11.6,17.4,1.4,0.6,2.1,0.106,-0.2,-0.4,-0.6,0.3,155.0,301.0,0.515,2.0,12.0,0.167,153.0,289.0,0.529,0.518,65.0,78.0,0.833,49.0,88.0,137.0,66.0,32.0,16.0,44.0,89.0,377.0,1994,1
1995.0,Eric Mobley,46.0,587.0,14.3,0.593,0.015,0.341,10.9,20.7,15.7,5.7,0.7,3.4,13.7,13.3,0.8,0.5,1.3,0.107,-1.9,0.2,-1.7,0.0,78.0,132.0,0.591,2.0,2.0,1.0,76.0,130.0,0.585,0.598,22.0,45.0,0.489,55.0,98.0,153.0,21.0,8.0,27.0,24.0,63.0,180.0,1994,1
1995.0,Eric Montross,78.0,2315.0,12.1,0.565,0.002,0.457,9.6,18.7,14.1,2.3,0.6,1.8,14.0,15.0,2.3,1.8,4.1,0.084,-1.6,-0.6,-2.2,-0.1,307.0,575.0,0.534,0.0,1.0,0.0,307.0,574.0,0.535,0.534,167.0,263.0,0.635,196.0,370.0,566.0,36.0,29.0,61.0,112.0,299.0,781.0,1994,1
1995.0,Lamond Murray,81.0,2556.0,11.6,0.472,0.199,0.242,5.7,10.9,8.1,8.7,1.4,1.6,11.9,23.4,-1.4,1.1,-0.3,-0.006,-2.4,-1.3,-3.8,-1.1,439.0,1093.0,0.402,65.0,218.0,0.298,374.0,875.0,0.427,0.431,199.0,264.0,0.754,132.0,222.0,354.0,133.0,72.0,55.0,163.0,180.0,1142.0,1994,1
1995.0,Wesley Person,78.0,1800.0,14.2,0.596,0.417,0.158,4.3,8.6,6.4,8.6,1.3,1.0,10.4,18.3,3.0,0.8,3.8,0.101,1.8,-1.7,0.1,1.0,309.0,638.0,0.484,116.0,266.0,0.436,193.0,372.0,0.519,0.575,80.0,101.0,0.792,67.0,134.0,201.0,105.0,48.0,24.0,79.0,149.0,814.0,1994,1
1995.0,Eric Piatkowski,81.0,1208.0,13.9,0.559,0.434,0.252,5.8,7.3,6.5,10.6,1.6,0.9,11.1,20.5,1.6,0.4,2.0,0.079,1.2,-2.6,-1.4,0.2,201.0,456.0,0.441,74.0,198.0,0.374,127.0,258.0,0.492,0.522,90.0,115.0,0.783,63.0,70.0,133.0,77.0,37.0,15.0,63.0,150.0,566.0,1994,1
1995.0,Khalid Reeves,67.0,1462.0,16.9,0.561,0.368,0.422,4.1,11.0,7.5,30.2,2.7,0.5,19.3,20.6,2.1,1.4,3.5,0.115,2.1,-0.6,1.6,1.3,206.0,465.0,0.443,67.0,171.0,0.392,139.0,294.0,0.473,0.515,140.0,196.0,0.714,52.0,134.0,186.0,288.0,77.0,10.0,132.0,139.0,619.0,1994,1
1995.0,Glenn Robinson,80.0,2958.0,16.6,0.538,0.19,0.354,6.7,14.4,10.4,12.2,2.0,0.6,16.1,29.1,1.1,2.2,3.2,0.053,0.1,-1.2,-1.1,0.7,636.0,1410.0,0.451,86.0,268.0,0.321,550.0,1142.0,0.482,0.482,397.0,499.0,0.796,169.0,344.0,513.0,197.0,115.0,22.0,313.0,234.0,1755.0,1994,1
1995.0,Carlos Rogers,49.0,1017.0,14.3,0.542,0.041,0.429,11.7,18.7,15.1,5.8,1.1,3.5,17.2,20.3,0.1,0.8,0.9,0.045,-2.8,0.1,-2.6,-0.2,180.0,340.0,0.529,2.0,14.0,0.143,178.0,326.0,0.546,0.532,76.0,146.0,0.521,108.0,170.0,278.0,37.0,22.0,52.0,84.0,124.0,438.0,1994,1
1995.0,Jalen Rose,81.0,1798.0,15.1,0.55,0.228,0.468,3.9,10.4,7.2,33.3,1.9,0.9,21.0,19.1,2.4,1.5,3.8,0.103,0.7,-1.0,-0.4,0.7,227.0,500.0,0.454,36.0,114.0,0.316,191.0,386.0,0.495,0.49,173.0,234.0,0.739,57.0,160.0,217.0,389.0,65.0,22.0,160.0,206.0,663.0,1994,1
1995.0,Clifford Rozier,66.0,1494.0,11.5,0.49,0.018,0.39,14.7,21.4,18.0,4.4,1.1,1.8,16.3,15.4,0.1,1.2,1.3,0.043,-3.0,-0.1,-3.2,-0.4,189.0,390.0,0.485,2.0,7.0,0.286,187.0,383.0,0.488,0.487,68.0,152.0,0.447,200.0,286.0,486.0,45.0,35.0,39.0,89.0,196.0,448.0,1994,1
1995.0,Dickey Simpkins,59.0,586.0,11.0,0.478,0.0,0.391,12.1,18.3,15.2,9.4,0.9,0.9,17.3,19.8,-0.1,0.8,0.7,0.058,-4.2,-0.7,-4.9,-0.4,78.0,184.0,0.424,0.0,0.0,,78.0,184.0,0.424,0.424,50.0,72.0,0.694,60.0,91.0,151.0,37.0,10.0,7.0,45.0,72.0,206.0,1994,1
1995.0,Brooks Thompson,38.0,246.0,10.5,0.486,0.509,0.105,3.4,7.2,5.3,25.5,2.1,0.6,18.5,25.5,-0.1,0.2,0.1,0.022,-0.9,-3.4,-4.2,-0.1,45.0,114.0,0.395,18.0,58.0,0.31,27.0,56.0,0.482,0.474,8.0,12.0,0.667,7.0,16.0,23.0,43.0,10.0,2.0,27.0,46.0,116.0,1994,1
1995.0,B.J. Tyler,55.0,809.0,8.5,0.462,0.27,0.265,1.9,7.1,4.5,32.8,2.3,0.2,31.5,17.0,-1.2,0.5,-0.7,-0.039,-4.6,-2.6,-7.2,-1.1,72.0,189.0,0.381,16.0,51.0,0.314,56.0,138.0,0.406,0.423,35.0,50.0,0.7,13.0,49.0,62.0,174.0,36.0,2.0,97.0,58.0,195.0,1994,1
1995.0,Charlie Ward,10.0,44.0,-2.1,0.342,0.526,0.526,2.8,12.9,8.0,13.7,2.4,0.0,25.5,32.7,-0.3,0.1,-0.2,-0.258,-11.4,-1.9,-13.3,-0.1,4.0,19.0,0.211,1.0,10.0,0.1,3.0,9.0,0.333,0.237,7.0,10.0,0.7,1.0,5.0,6.0,4.0,2.0,0.0,8.0,7.0,16.0,1994,1
1995.0,Monty Williams,41.0,503.0,8.4,0.458,0.06,0.286,10.2,12.6,11.4,15.3,2.1,0.6,21.5,17.4,-0.5,0.8,0.3,0.032,-3.8,1.5,-2.3,0.0,60.0,133.0,0.451,0.0,8.0,0.0,60.0,125.0,0.48,0.451,17.0,38.0,0.447,42.0,56.0,98.0,49.0,20.0,4.0,41.0,87.0,137.0,1994,1
1995.0,Sharone Wright,79.0,2044.0,14.0,0.502,0.01,0.363,10.8,16.1,13.5,4.1,1.0,3.7,14.4,23.0,-0.2,1.9,1.7,0.04,-3.3,-0.8,-4.1,-1.1,361.0,776.0,0.465,0.0,8.0,0.0,361.0,768.0,0.47,0.465,182.0,282.0,0.645,191.0,281.0,472.0,48.0,37.0,104.0,151.0,246.0,904.0,1994,1
