Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year
11,CHI,Will Perdue,Vanderbilt,13,792,12360,3740,3918,595,0.515,0.067,0.577,15.6,4.7,4.9,0.8,26.6,0.103,-2.1,-0.2,1988
12,WSB,Harvey Grant,Oklahoma,11,783,20510,7781,3436,1219,0.469,0.267,0.709,26.2,9.9,4.4,1.6,36.4,0.085,-0.9,5.7,1988
13,MIL,Jeff Grayer,Iowa State,9,438,8277,3257,1294,635,0.457,0.255,0.663,18.9,7.4,3,1.4,9,0.052,-2.5,-1.1,1988
14,PHO,Dan Majerle,Central Michigan University,14,955,30206,10925,4265,2755,0.431,0.358,0.741,31.6,11.4,4.5,2.9,78.5,0.125,1.9,29.7,1988
15,SEA,Gary Grant,Michigan,13,552,12602,4368,1283,3013,0.45,0.278,0.776,22.8,7.9,2.3,5.5,12,0.046,-0.8,3.7,1988
16,HOU,Derrick Chievous,Missouri,3,154,2240,1086,364,110,0.443,0.242,0.755,14.5,7.1,2.4,0.7,2.7,0.057,-3.2,-0.7,1988
17,UTA,Eric Leckner,Wyoming,8,449,5448,1835,1418,211,0.508,0,0.669,12.1,4.1,3.2,0.5,6.2,0.054,-5.3,-4.6,1988
18,SAC,Ricky Berry,San Jose State,1,64,1406,706,197,80,0.45,0.406,0.789,22,11,3.1,1.3,2.4,0.083,-1.7,0.1,1988
19,NYK,Rod Strickland,DePaul,17,1094,33634,14463,4084,7987,0.454,0.282,0.721,30.7,13.2,3.7,7.3,85.8,0.122,2.3,36.6,1988
20,MIA,Kevin Edwards,DePaul,11,604,15332,6596,1653,1609,0.423,0.335,0.803,25.4,10.9,2.7,2.7,12.5,0.039,-1.1,3.3,1988
21,POR,Mark Bryant,Seton Hall,15,797,13479,4313,2992,491,0.5,0.083,0.697,16.9,5.4,3.8,0.6,26.1,0.093,-3.2,-4,1988
22,CLE,Randolph Keys,Southern Miss,5,241,3318,1262,551,192,0.425,0.272,0.721,13.8,5.2,2.3,0.8,2.3,0.034,-3.9,-1.6,1988
23,DEN,Jerome Lane,Pitt,5,218,3215,1154,1258,322,0.441,0.063,0.379,14.7,5.3,5.8,1.5,2.3,0.034,-3.6,-1.3,1988
24,BOS,Brian Shaw,UC Santa Barbara,14,943,21666,6547,3183,3918,0.403,0.304,0.782,23,6.9,3.4,4.2,23.8,0.053,-1,5.3,1988
25,LAL,David Rivers,Notre Dame,3,114,1286,383,147,282,0.398,0.083,0.794,11.3,3.4,1.3,2.5,-0.3,-0.01,-4,-0.7,1988
27,SAS,Shelton Jones,St. John's,1,51,682,244,113,42,0.445,0,0.725,13.4,4.8,2.2,0.8,0.3,0.022,-3.3,-0.2,1988
28,PHO,Andrew Lang,Arkansas,12,737,15344,4431,3511,424,0.47,0.25,0.744,20.8,6,4.8,0.6,28.6,0.089,-1.8,0.7,1988
29,SAC,Vinny Del Negro,NC State,12,771,19211,7038,1810,2484,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,0.101,-0.7,6.1,1988
30,DET,Fennis Dembo,Wyoming,1,31,74,36,23,5,0.333,0,0.8,2.4,1.2,0.7,0.2,-0.1,-0.037,-10.8,-0.2,1988
1,SAC,Pervis Ellison,Louisville,11,474,11593,4494,3170,691,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,0.09,-0.5,4.4,1989
2,LAC,Danny Ferry,Duke,13,917,18133,6439,2550,1185,0.446,0.393,0.84,19.8,7,2.8,1.3,34.8,0.092,-0.9,4.9,1989
3,SAS,Sean Elliott,Arizona,12,742,24502,10544,3204,1897,0.465,0.375,0.799,33,14.2,4.3,2.6,55.7,0.109,0.2,13.5,1989
4,MIA,Glen Rice,Michigan,15,1000,34985,18336,4387,2097,0.456,0.4,0.846,35,18.3,4.4,2.1,88.7,0.122,0.8,24.9,1989
5,CHH,J.R. Reid,UNC,11,672,15370,5680,3381,639,0.472,0.135,0.716,22.9,8.5,5,1,22.5,0.07,-2.9,-3.7,1989
6,CHI,Stacey King,Oklahoma,8,438,7406,2819,1460,387,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3.4,-2.7,1989
7,IND,George McCloud,Florida State,12,766,17429,6925,2342,1769,0.402,0.358,0.81,22.8,9,3.1,2.3,24.6,0.068,-0.8,5.3,1989
8,DAL,Randy White,Louisiana Tech,5,281,5382,2083,1366,175,0.401,0.193,0.707,19.2,7.4,4.9,0.6,1.9,0.017,-5,-4,1989
9,WSB,Tom Hammonds,Georgia Tech,12,687,10419,3617,2243,378,0.48,0,0.691,15.2,5.3,3.3,0.6,14.7,0.068,-3.8,-4.7,1989
10,MIN,Pooh Richardson,UCLA,10,639,19399,7083,1807,4180,0.444,0.329,0.652,30.4,11.1,2.8,6.5,26.7,0.066,0.2,10.5,1989
11,ORL,Nick Anderson,Illinois,13,800,24922,11529,4064,2087,0.446,0.356,0.667,31.2,14.4,5.1,2.6,55.3,0.106,1.9,24.7,1989
12,NJN,Mookie Blaylock,Oklahoma,13,889,31026,11962,3659,5972,0.409,0.336,0.736,34.9,13.5,4.1,6.7,71.8,0.111,3,39.2,1989
13,BOS,Michael Smith,BYU,3,141,1328,698,212,142,0.474,0.15,0.835,9.4,5,1.5,1,1.4,0.049,-3.6,-0.5,1989
14,GSW,Tim Hardaway,Texas-El Paso,13,867,30626,15373,2855,7095,0.431,0.355,0.782,35.3,17.7,3.3,8.2,85,0.133,3.1,39.6,1989
15,DEN,Todd Lichti,Stanford,5,237,4240,1870,505,325,0.46,0.244,0.789,17.9,7.9,2.1,1.4,5.6,0.063,-2.5,-0.5,1989
16,SEA,Dana Barros,Boston College,14,850,19480,8901,1609,2837,0.46,0.411,0.858,22.9,10.5,1.9,3.3,49.6,0.122,1.7,18.1,1989
17,SEA,Shawn Kemp,Trinity Valley CC,14,1051,29293,15347,8834,1704,0.488,0.277,0.741,27.9,14.6,8.4,1.6,89.5,0.147,0.6,19.4,1989
18,CHI,B.J. Armstrong,Iowa,11,747,17790,7320,1321,2479,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45,0.121,-0.2,8.1,1989
19,PHI,Kenny Payne,Louisville,4,144,1167,508,170,61,0.41,0.293,0.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9,1989
21,UTA,Blue Edwards,East Carolina University,10,704,18409,7585,2376,1409,0.475,0.335,0.779,26.1,10.8,3.4,2,24.2,0.063,-1.6,1.9,1989
22,POR,Byron Irvin,Missouri,3,87,849,451,123,73,0.471,0.35,0.722,9.8,5.2,1.4,0.8,2.1,0.121,0.6,0.6,1989
23,ATL,Roy Marble,Iowa,2,29,194,55,32,12,0.257,0,0.594,6.7,1.9,1.1,0.4,-0.5,-0.122,-8.8,-0.3,1989
24,PHO,Anthony Cook,Arizona,4,116,1499,418,428,34,0.439,0,0.524,12.9,3.6,3.7,0.3,1,0.033,-3.7,-0.7,1989
25,CLE,John Morton,Seton Hall,3,128,1879,609,161,342,0.386,0.224,0.787,14.7,4.8,1.3,2.7,0.5,0.013,-3,-0.5,1989
27,DET,Kenny Battle,Illinois,4,134,1795,627,327,106,0.504,0.133,0.725,13.4,4.7,2.4,0.8,3.7,0.098,-0.4,0.7,1989
28,MIA,Sherman Douglas,Syracuse,12,765,21148,8425,1672,4536,0.484,0.267,0.678,27.6,11,2.2,5.9,32.9,0.075,-0.3,9.2,1989
30,MIL,Frank Kornet,Vanderbilt,2,89,595,171,95,30,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0,-0.004,-6.2,-0.6,1989
1,NJN,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,1.4,22.3,1990
2,SEA,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148,3.3,62.5,1990
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077,-0.8,4.5,1990
4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089,0.2,9.9,1990
5,CHH,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,0.434,0.3,0.754,30.5,13.4,4.1,3,47.8,0.078,0.1,15.8,1990
6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,0.484,0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-4.3,-7,1990
7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0,6.7,1990
8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004,-5.7,-1.2,1990
9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.5,-0.9,1990
10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041,-1.5,0.8,1990
11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,0.502,0,0.643,28,9.4,8.6,0.8,56.2,0.12,-1.9,0.8,1990
12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744,14,5.2,3.6,0.4,2,0.033,-5.9,-2.8,1990
13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101,-1.5,2.2,1990
14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039,-2.6,-0.5,1990
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018,-3.9,-0.3,1990
16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097,-0.6,5.9,1990
17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,0.449,0,0.648,10.6,4,2.5,0.6,1.7,0.043,-4.1,-1,1990
18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-2.3,-0.7,1990
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095,0.8,11.6,1990
20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-1.9,0.1,1990
21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098,-2.8,-2.1,1990
22,NJN,Tate George,UConn,4,177,2019,736,180,325,0.414,0.071,0.82,11.4,4.2,1,1.8,1.3,0.032,-3.5,-0.8,1990
23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-2,0.1,1990
24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,0.404,0.125,0.638,9,2.7,2.5,0.4,1,0.024,-5,-1.5,1990
25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,0.502,0,0.701,12.5,5.7,3.3,0.3,4.8,0.072,-3.8,-1.5,1990
26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,0.436,0.253,0.667,7.4,2,0.8,0.8,0.7,0.031,-3.2,-0.3,1990
27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117,-0.5,9.5,1990
28,GSW,Les Jepsen,Iowa,2,52,192,53,67,2,0.333,0,0.65,3.7,1,1.3,0,0.1,0.031,-8,-0.3,1990
30,MIA,Carl Herrera,Houston,8,465,8042,2481,1690,261,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9,0.054,-3.7,-3.4,1990
1,CHH,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,1.4,22,1991
2,NJN,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116,1.4,21.9,1991
3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078,-0.2,7.8,1991
4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,0.518,0,0.684,30.8,9.8,10.3,1,117,0.153,1.7,33.9,1991
5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139,1.4,24.6,1991
6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773,19.7,8,4.2,1.4,3,0.024,-3.6,-2.4,1991
7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-2.6,-1.9,1991
8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,0.384,0.27,0.735,20,6.7,1.9,1.7,0.1,0.001,-3.7,-2.2,1991
9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,0.469,0.152,0.728,21.6,8,3.2,1.6,43.8,0.097,-0.2,9.8,1991
10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691,24.2,11,6.2,1.1,22.8,0.109,-0.6,3.4,1991
11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873,29.8,13.8,3,6.1,65.9,0.147,3.6,30.3,1991
12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,0.403,0.349,0.733,20.9,7.3,1.9,4,35.9,0.109,1.3,13.3,1991
13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,0.53,0,0.562,27.1,8,7.9,0.9,86.9,0.141,0.5,18.4,1991
14,SEA,Rich King,Nebraska,4,72,309,135,74,21,0.393,0,0.662,4.3,1.9,1,0.3,0.2,0.036,-6.9,-0.4,1991
15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,0.403,0,0.686,19.1,5.6,4.5,0.8,0.3,0.002,-5.7,-6.4,1991
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,0.513,0.249,0.66,19.7,10.3,5.3,0.7,32.1,0.112,-1.1,3.2,1991
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,0.518,0.286,0.634,20.1,8.9,4.8,0.9,8.8,0.073,-2.2,-0.3,1991
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,0.401,0.2,0.859,8.2,3.3,1.1,0.4,-0.1,-0.004,-5.9,-1,1991
19,WSB,LaBradford Smith,Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813,17.1,6.7,1.5,2.2,1.5,0.024,-3.6,-1.2,1991
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,0.438,0.343,0.786,23.4,10.1,2.5,4.9,25.6,0.103,2,12.1,1991
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,0.499,0,0.514,19.6,8.5,5.2,0.6,8.1,0.066,-3.4,-2,1991
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,0.45,0.349,0.77,25.5,9.6,3.8,2.8,44.7,0.09,0,11.7,1991
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,0.443,0.154,0.722,7,2.6,1.3,0.4,1,0.054,-3.3,-0.3,1991
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06,-1.8,0.3,1991
28,CHH,Kevin Lynch,Minnesota,2,95,1143,310,120,108,0.436,0.333,0.726,12,3.3,1.3,1.1,0.4,0.016,-4.4,-0.7,1991
30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,0.368,0.222,0.826,8.2,3.4,0.9,0.7,-0.2,-0.035,-5.3,-0.3,1991
1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,5.1,75.5,1992
2,CHH,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,0.527,0.247,0.692,31,17.1,8.5,1.1,89.7,0.166,2.2,27.4,1992
3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,1,19.5,1992
4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059,-0.9,8.2,1992
5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089,-1,4.6,1992
6,WSB,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,0.451,0.284,0.757,30.9,13,7.3,2.8,40.2,0.082,0.6,15.3,1992
7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087,0.5,11.8,1992
8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,0.069,-0.9,3.4,1992
9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,-0.3,11.8,1992
10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714,16.7,5,4.1,0.7,24.9,0.116,-1.3,1.7,1992
11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,24.5,7,4.8,2.1,66.3,0.118,1.9,26.4,1992
12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9,2.2,1.2,4.2,0.053,-3,-0.9,1992
13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086,-0.8,4.9,1992
14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.2,2.2,1992
15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.7,6.6,1992
16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0.6,0.026,-1.5,0.1,1992
17,SEA,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102,1.1,20.7,1992
18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096,-0.1,5.8,1992
19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067,-2.5,-0.9,1992
20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,0.458,0.441,0.837,22.1,8.2,1.5,1.7,27.7,0.088,-0.9,4.2,1992
21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,0.434,0.392,0.848,16.9,5.7,1.8,2.2,37.2,0.129,1.8,13.4,1992
22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089,0.6,7.4,1992
23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659,20.8,5.1,1.3,3.6,7.9,0.036,-2.9,-2.3,1992
24,GSW,Latrell Sprewell,Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804,38.6,18.3,4.1,4,56.3,0.077,0.4,21,1992
25,LAC,Elmore Spencer,UNLV,5,157,2641,923,555,109,0.516,0,0.58,16.8,5.9,3.5,0.7,0,0.001,-4.6,-1.7,1992
26,POR,Dave Johnson,Syracuse,2,59,475,204,64,17,0.365,0.2,0.663,8.1,3.5,1.1,0.3,-0.3,-0.032,-8.2,-0.7,1992
27,CHI,Byron Houston,Oklahoma State,4,214,2674,835,648,114,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069,-3.9,-1.3,1992
28,MIN,Marlon Maxey,Texas-El Paso,2,98,1146,479,363,22,0.542,0,0.685,11.7,4.9,3.7,0.2,2.6,0.109,-3,-0.3,1992
29,NJN,P.J. Brown,Louisiana Tech,15,1089,33823,9870,8409,1661,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128,0,17.4,1992
30,DAL,Sean Rooks,Arizona,12,749,13560,4676,2877,631,0.459,0.091,0.699,18.1,6.2,3.8,0.8,16.2,0.057,-2.9,-3.1,1992
1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.4,42.1,1993
2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,-0.2,8.9,1993
3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125,2.5,26.9,1993
4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092,0.3,13.4,1993
5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1,4.5,1993
6,WSB,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05,-2.5,-2.9,1993
7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-5.4,-3.5,1993
8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088,-1.2,5.3,1993
9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085,-0.3,9.7,1993
10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.4,1993
11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,0.1,15,1993
12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,-0.4,7.3,1993
13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,0.411,0.378,0.779,18.2,8,1.5,2.6,7.3,0.048,-2.6,-1.1,1993
15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,0.378,0,0.709,9.9,2.4,1.8,0.7,0.2,0.013,-4.8,-0.6,1993
16,NJN,Rex Walters,Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066,-2,0,1993
17,CHH,Greg Graham,Indiana,5,207,2530,938,219,201,0.407,0.29,0.775,12.2,4.5,1.1,1,1.3,0.025,-3.8,-1.2,1993
18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,0.348,0,0.75,6.1,1.3,0.7,0,-0.1,-0.064,-12.3,-0.2,1993
19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,0.403,0,0.667,13,5.1,2.7,0.3,0.3,0.005,-5.9,-2.5,1993
20,CHH,Scott Burrell,UConn,8,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,0.7,5.2,1993
21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,18.2,7.6,1.7,1.9,5.8,0.04,-2,0,1993
22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105,-0.5,6.8,1993
23,SEA,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,20.1,4.1,6.1,0.5,37.8,0.107,-1.4,2.6,1993
24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,1.8,28.8,1993
25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-2.5,-1.1,1993
27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-8.7,-0.1,1993
28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-0.9,4.5,1993
1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,0.1,13.5,1994
2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,3.8,73.5,1994
3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,3,43.6,1994
4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1.1,19.9,1994
5,WSB,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-1.6,3.8,1994
6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-4.8,-3.2,1994
7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.2,4,1994
8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.8,6.2,1994
9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-4.4,-5.2,1994
10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.1,42.3,1994
11,SEA,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1,1.5,1994
12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.3,1,1994
13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.2,12.3,1994
15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,0.2,7.9,1994
